city,country,year,city,country,avg_temp,7 year MA,10 year MA,50 year MA,year,global avg_temp,7 year MA,10 year MA,50 year MA,standardized 7 year MA,standardized 10 year MA,standardized 50 year MA,standardized
Fort Worth,United States,1992,Fort Worth,United States,18.19,18.34428571,18.23,18.25,1992,8.84,9.027142857,8.957,8.7302,2.032125336,2.03527967,2.090444663,2.057692308
Fort Worth,United States,1993,Fort Worth,United States,17.82,18.2,18.292,18.238,1993,8.87,9.032857143,8.941,8.7324,2.014866361,2.045856168,2.088543814,2.009019166
Fort Worth,United States,1994,Fort Worth,United States,18.31,18.20428571,18.276,18.2362,1994,9.04,9.04,8.976,8.7362,2.01374842,2.036096257,2.087429317,2.025442478
Fort Worth,United States,1995,Fort Worth,United States,18.45,18.24142857,18.299,18.244,1995,9.35,9.061428571,9.045,8.7516,2.013085291,2.023106689,2.084647379,1.973262032
Fort Worth,United States,1996,Fort Worth,United States,18.43,18.37714286,18.259,18.2344,1996,9.04,9.078571429,9.066,8.7588,2.024232887,2.014008383,2.081837695,2.038716814
Fort Worth,United States,1997,Fort Worth,United States,17.85,18.21714286,18.216,18.2322,1997,9.2,9.074285714,9.087,8.7668,2.007556675,2.004621987,2.079687001,1.940217391
Fort Worth,United States,1998,Fort Worth,United States,19.85,18.41428571,18.382,18.264,1998,9.52,9.122857143,9.119,8.7822,2.01847792,2.015791205,2.079661133,2.085084034
Fort Worth,United States,1999,Fort Worth,United States,19.61,18.61714286,18.595,18.2952,1999,9.29,9.187142857,9.156,8.7962,2.026434458,2.030908694,2.079898138,2.110871905
Fort Worth,United States,2000,Fort Worth,United States,18.9,18.77142857,18.588,18.3102,2000,9.2,9.234285714,9.153,8.8128,2.03279703,2.030809571,2.077682462,2.054347826
Fort Worth,United States,2001,Fort Worth,United States,18.55,18.80571429,18.596,18.3086,2001,9.41,9.287142857,9.176,8.8284,2.024919243,2.026591107,2.073829913,1.97130712
Fort Worth,United States,2002,Fort Worth,United States,18.19,18.76857143,18.596,18.2954,2002,9.57,9.318571429,9.249,8.847,2.01410394,2.01059574,2.067977846,1.900731452
Fort Worth,United States,2003,Fort Worth,United States,18.55,18.78571429,18.669,18.29,2003,9.53,9.388571429,9.315,8.8602,2.000912964,2.004186795,2.064287488,1.946484785
Fort Worth,United States,2004,Fort Worth,United States,18.58,18.89,18.696,18.2682,2004,9.32,9.405714286,9.343,8.8754,2.008353584,2.00107032,2.058295964,1.993562232
Fort Worth,United States,2005,Fort Worth,United States,19.13,18.78714286,18.764,18.2762,2005,9.7,9.431428571,9.378,8.8968,1.99197213,2.00085306,2.054244223,1.972164948
Fort Worth,United States,2006,Fort Worth,United States,19.85,18.82142857,18.906,18.286,2006,9.53,9.465714286,9.427,8.9218,1.988379113,2.005516071,2.049586406,2.082896118
Fort Worth,United States,2007,Fort Worth,United States,18.42,18.75285714,18.963,18.2924,2007,9.73,9.541428571,9.48,8.9418,1.965413984,2.000316456,2.045717864,1.89311408
Fort Worth,United States,2008,Fort Worth,United States,18.52,18.74857143,18.83,18.3102,2008,9.43,9.544285714,9.471,8.955,1.96437659,1.988174427,2.044690117,1.963944857
Fort Worth,United States,2009,Fort Worth,United States,18.42,18.78142857,18.711,18.3236,2009,9.51,9.535714286,9.493,8.9706,1.969588015,1.971031286,2.042628141,1.936908517
Fort Worth,United States,2010,Fort Worth,United States,18.69,18.80142857,18.69,18.3432,2010,9.7,9.56,9.543,8.993,1.966676629,1.958503615,2.039719782,1.926804124
Fort Worth,United States,2011,Fort Worth,United States,19.69,18.96,18.804,18.3834,2011,9.52,9.588571429,9.554,9.0074,1.977353993,1.968180867,2.040921909,2.068277311
Fort Worth,United States,2012,Fort Worth,United States,19.99,19.08285714,18.984,18.4168,2012,9.51,9.561428571,9.548,9.0226,1.995816525,1.988269795,2.041185468,2.101997897
Fort Worth,United States,2013,Fort Worth,United States,20.45,19.16857143,19.174,18.449,2013,9.61,9.572857143,9.556,9.0376,2.002387703,2.00648807,2.041360538,2.127991675
